,index,Unnamed: 0,abstract,president
1983,1983,1983,"In the last several weeks, Mr. Romney’s campaign has been diverted — often of its own accord — from its singular focus on the economy.",Obama
1984,1984,1984,President Obama wrapped up a three-day fund-raising swing with an emotional defense of his efforts to make higher education more affordable and to expand access to health care.,Obama
1985,1985,1985,"In a world characterized more by anxiety than overt conflict, President Obama’s situation-specific foreign policy strategy has been nimble and effective.",Obama
1986,1986,1986,Medicare and the Affordable Care Act took center stage at stops in Ohio and Iowa.,Obama
1987,1987,1987,"For both contenders in the presidential race, winning over the small group of undecided voters seems less important than appealing to the base.",Obama
1988,1988,1988,"An Ancestry.com team believes that President Obama’s African heritage stems not only from his Kenyan father, but from his white mother, whose lineage may include a slave in colonial Virginia.",Obama
1989,1989,1989,"Wednesday brought more data that measured Representative Paul D. Ryan’s impact on the race, while new government reports on inflation and industrial production were reasonably favorable.",Obama
1990,1990,1990,"President Obama came to Aurora, Colo., to meet with survivors of a rampage at a movie theater, and police said they had finished collecting evidence out of the suspect’s apartment.",Obama
1991,1991,1991,People who arrived in the United States as children and wish to stay lined up for blocks in several cities on the first day to apply for deportation deferrals and work permits.,Obama
1992,1992,1992,"In a balancing act, the Interior Department rules out drilling in some sections of the National Petroleum Reserve but green-lights it in others.",Obama
1993,1993,1993,"U.S. officials touch base with a top American ally as President Obama tries to rebut suggestions that he is any less supportive of Israel than his Republican opponent, Mitt Romney.",Obama
1994,1994,1994,"A judge refused to grant an injunction on a new voter identification law that Democrats say could harm President Obama’s re-election chances by unfairly targeting minorities, college students and others in Pennsylvania.",Obama
1995,1995,1995,"At a campaign stop in Fort Myers, Florida, President Obama addresses the shooting at a movie theater: ""We will stand by our neighbors in Colorado during this extraordinarily difficult time.""",Obama
1996,1996,1996,"Mitt Romney’s campaign has improved its fund-raising from small donors, helping to build an advantage in money available after the two parties hold their nominating conventions.",Obama
1997,1997,1997,The mayor of New York deserves credit for pushing to put illegal immigrants on a path to citizenship for the sake of national prosperity.,Obama
1998,1998,1998,"As children frolicked at the Iowa State Fair, the adults debated politics with both Congressman Paul Ryan and President Obama who came by over the course of the day.",Obama
1999,1999,1999,"When President Obama sat down to record his latest campaign ads, he didn’t have far to go.",Obama
2000,2000,2000,The agency that administers Fannie Mae and Freddie Mac said it had concluded after months of study that the costs of debt forgiveness outweighed the potential benefits.,Obama
2001,2001,2001,Times Cast: The Ryan pick and the race for Congress. | Will Wisconsin flip? | Iowa fairgoers weigh in. | Chris Christie to keynote convention.,Obama
2002,2002,2002,The Ryan pick and the race for Congress. | Will Wisconsin flip? | Iowa fairgoers weigh in. | Chris Christie to keynote convention.,Obama
2003,2003,2003,The vice president has some provocative words as his party tries to rally the black vote in Virginia.,Obama
2004,2004,2004,"Representative Paul D. Ryan of Wisconsin has several donor events this week, including one Tuesday night in Las Vegas at the Venetian hotel owned by the casino mogul Sheldon Adelson.",Obama
2005,2005,2005,"Though the nation’s fiscal challenge has taken center stage in the presidential campaign, raising more taxes from American families remains stubbornly off the table.",Obama
2006,2006,2006,David E. Sanger assesses the president’s efforts to deal with a world in flux.,Obama
2007,2007,2007,"As Mitt Romney heads to London for the Olympics, a sarcastic ad uses the image of Mr. Romney at the 2002 Olympics to underscore attacks about outsourcing and offshore bank accounts.",Obama
2008,2008,2008,"Mitt Romney went solo at events in Florida, while his new running mate, Paul D. Ryan, and President Obama talked to voters in the heartland.",Obama
2009,2009,2009,What do the roles played by Michelle Obama and Ann Romney in the presidential campaign tell us about the state of feminism?,Obama
2010,0,0,"President Trump’s fate now rests with a Senate controlled by 53 Republicans, many of whom have already dismissed the charges against him out of hand.",Trump
2011,1,1,"Mr. Sekulow, who will co-lead the president’s impeachment defense team, has stayed on as Mr. Trump’s personal lawyer while others have left their posts.",Trump
2012,2,2,The president injected new instability into his looming impeachment trial as Speaker Nancy Pelosi warned that nothing could “erase” the stain on his presidency.,Trump
2013,3,3,"The basic configuration of the president’s defense team has been established, but other aspects have yet to be determined.",Trump
2014,4,4,"Speaker Nancy Pelosi plans to name the impeachment managers on Wednesday, and the House is scheduled to vote to move the articles to the Senate.",Trump
2015,5,5,House Democrats spent the day preparing to cede control of the impeachment process to the Republican-led Senate for a trial.,Trump
2016,6,6,"Chief Justice John Roberts’s role at an impeachment trial may be mostly ceremonial, but signs of partisanship could damage the Supreme Court.",Trump
2017,7,7,Trump administration officials say the “Phase 1” deal signed Wednesday will promote growth. Many economic forecasters are less optimistic.,Trump
2018,8,8,The president’s unsubstantiated account comes as lawmakers seek details about why he authorized the killing of Iran’s most important general.,Trump
2019,9,9,"But the few times the president did anything in public on Thursday, it was clear he was unnerved by the prospect of a Senate trial.",Trump
2020,10,10,The Agriculture Department proposed a rule that would further unravel nutrition standards set by Mrs. Obama when she was first lady.,Trump
2021,11,11,"The dozens of pages of notes, text messages and other records lay out work conducted by Rudolph W. Giuliani and an associate on behalf of the president.",Trump
2022,12,12,"Fourteen states, New York City and the District of Columbia asked the courts to block the Trump administration from imposing tougher work requirements on food stamp recipients.",Trump
2023,13,13,"The amount far exceeds what Congress allocated for border barriers this year as the president, with his eye on his re-election campaign, rushes to show major progress on a signature promise.",Trump
2024,14,14,"When the House votes to send articles of impeachment to the Senate, it sets off a series of choreographed steps — some well-defined, others up for debate — that will shape the Senate trial.",Trump
2025,15,15,"Senator Chuck Schumer, the minority leader, knows the Senate is unlikely to convict President Trump. So he is focusing on what constitutes a fair trial — and trying to put Republicans in a box.",Trump
2026,16,16,"Days after the island was hit by a 5.9-magnitude earthquake, the White House released billions in aid but placed limits on how it can be spent.",Trump
2027,17,17,The president and his allies dismiss the criticism about his Iran actions as partisan blowback from political adversaries too timid to take strong action against foreign enemies.,Trump
2028,18,18,"The decisions, in Texas and Louisiana, come as the administration has found itself behind schedule on the president’s promise to build 450 miles of border wall by 2021.",Trump
2029,19,19,"In his address from the White House, the president was misleading in describing the nuclear deal negotiated by the Obama administration.",Trump
2030,20,20,"The story of that week, and the secret planning in the months preceding it, ranks as the most perilous chapter so far in President Trump’s three years in office.",Trump
2031,21,21,"The White House, hoping to speed infrastructure projects like pipelines, will formally introduce changes to  a half century-old landmark environmental law.",Trump
2032,22,22,"Surrounded by his top advisers and military officials, President Trump said, “The United States is ready to embrace peace with all who seek it.”",Trump
2033,23,23,The  administration will propose that federal agencies be allowed to disregard climate change when  assessing the environmental effects of  major  projects.,Trump
2034,24,24,Mr. Trump has yet to resolve the two conflicting instincts on national security that emerge from his speeches and his Twitter feed: bellicosity and disengagement.,Trump
2035,25,25,"Administration officials argue that the general was plotting imminent attacks, but Democrats said that the intelligence they have seen was too vague.",Trump
2036,26,26,"The defense secretary acknowledged that “the laws of armed conflict” prohibited attacking antiquities and said the military had no plans to do so, even though the president declared them targets.",Trump
2037,27,27,"The president assumed economic levers would guide the countries’ national interests. Now, he confronts twin challenges in an election year.",Trump
2038,28,28,"Twenty-one years ago, President Bill Clinton was brought up on charges of high crimes and misdemeanors. But there were some big differences from what President Trump now faces.",Trump
2039,29,29,The officials appear reluctant to attend an annual hearing after last year’s testimony revealed splits with the White House on key issues and angered President Trump.,Trump
2040,30,30,An inquiry into years-old disclosures of classified information is highly unusual and leaves law enforcement officials open to accusations of politicizing their work.,Trump
2041,31,31,The House impeachment managers walked the articles of impeachment across the Capitol after a long-anticipated vote to start what promises to be a partisan impeachment trial of President Trump.,Trump
2042,32,32,"In Representative Adam B. Schiff, Speaker Pelosi has chosen a lead impeachment manager who knows the case against President Trump but has become a lightning rod for Republican critics.",Trump
2043,33,33,The group of Democratic lawmakers preparing to press the case against President Trump is about half as large as and far more diverse than the team that prosecuted President Bill Clinton.,Trump
2044,34,34,The fallout continues from an inspector general’s findings that the bureau botched wiretap applications in the Russia investigation.,Trump
2045,35,35,The freshman Democrat is one of the first two Latina congresswomen from Texas.,Trump
2046,36,36,"Ms. Demings, a relatively junior member of Congress from Florida who had been a police chief, has become a respected questioner on both the House Judiciary and Intelligence committees.",Trump
2047,37,37,"Administration officials say they are restoring “deterrence” against Iran, but the president’s reluctance to use force in the Middle East may be creating an opening for Tehran.",Trump
2048,38,38,"Once cited by the special counsel team as an exemplary cooperating witness, Mr. Flynn had grown increasingly combative in recent months.",Trump
2049,39,39,"The House Judiciary Committee asked the Department of Homeland Security for documents, data and communications on the “Remain in Mexico” asylum policy.",Trump
2050,40,40,"Rank-and-file senators and party leaders made clear on Monday that even if they wanted to pursue dismissal, the votes simply were not there to succeed — at least not at the outset of the trial.",Trump
2051,41,41,The Treasury Department’s removal of the designation provided a major concession to China just days before it is set to sign a trade deal with the United States.,Trump
2052,42,42,The Supreme Court has never definitively resolved whether Congress can sue the president.,Trump
2053,43,43,"Over 10 days, officials have struggled to rationalize the decision that risked a war with Iran.",Trump
2054,44,44,The disparity between the defense secretary and President Trump added another twist to an ever-evolving explanation for a strike on an Iranian general that led to the brink of war.,Trump
2055,45,45,"The president monitored a Middle East crisis from his golf club, threatened Iran and implored reporters to be “honorable” in 2020.",Trump
2056,46,46,"Ivanka Trump’s husband will now supervise her father’s re-election campaign, but he continues to weigh in with advice to the president on a range of other matters.",Trump
2057,47,47,"Speaker Nancy Pelosi said she would send the charges to the Senate “when I’m ready, and that will probably be soon.”",Trump
2058,48,48,"Intelligence that foreshadowed the Iranian attack set off a tense, often confusing afternoon in the White House Situation Room.",Trump
2059,49,49,"The Trump administration staffed an E.P.A. advisory panel with its choice of scientists, but they  concluded that three significant regulatory rollbacks broke with established science.",Trump
2060,50,50,"The intention, with no commitment to calling witnesses or admitting new evidence, foreshadows a partisan vote to kick off a divisive proceeding.",Trump
2061,51,51,"Prosecutors said Mr. Flynn, President Trump’s first national security adviser, had “chosen to reverse course” on cooperating and accepting guilt after they had previously argued for a lenient sentence.",Trump
2062,52,52,Democrats want to block President Trump from unilaterally starting a war with Iran and have turned to a mostly untested law.,Trump
2063,53,53,A plan that homeland security officials once praised as a deterrent for Central Americans considering the long journey through Mexico is being expanded.,Trump
2064,54,54,"The E.P.A. opened an effort to cut  pollution from trucks, an anomaly for an administration known for regulatory rollbacks but a move that would also pre-empt state rules.",Trump
2065,55,55,"Construction of President Trump’s border wall has been slow going, in part because the Texans who own the land have to be coaxed or coerced to sell it, whether they want to or not.",Trump
2066,56,56,"President Trump’s decision to strike a top Iranian general has upended Congress’s priorities, thrusting matters of war and peace into the spotlight.",Trump
2067,57,57,Secretary of State Mike Pompeo added to President Trump’s earlier message that the U.S. might attack Iran if it took hostile actions against American interests for the strike on Maj. Gen. Qassim Suleimani.,Trump
2068,58,58,"In one of its first environmental acts, the Trump administration absolved businesses from responsibility for ""incidental"" bird deaths. Avian carnage has followed.",Trump
2069,59,59,"The secretary of state will “reaffirm U.S. support for Ukraine’s sovereignty,” becoming the first cabinet official to meet with the Ukrainian leader since President Trump’s impeachment inquiry began.",Trump
2070,60,60,Senator Chuck Schumer was responding to an article that detailed how a number of White House advisers dealt with the president’s order to freeze military aid for Ukraine.,Trump
2071,61,61,The inside story of President Trump’s demand to halt military assistance to an ally shows the price he was willing to pay to carry out his agenda.,Trump
2072,62,62,"Voting nearly along party lines, the House approved two articles of impeachment against President Trump, making him the third president in history to face removal by the Senate.",Trump
2073,63,63,"After the House voted to impeach President Trump, readers across the United States shared their hopes and fears for the country’s future.",Trump
2074,64,64,Senator Lisa Murkowski of Alaska revealed the first public qualms with Mitch McConnell’s vow to coordinate with the White House on a quick impeachment trial for President Trump.,Trump
2075,65,65,The president’s China and North American trade pacts reverse a trend of opening markets that was decades in the making.,Trump
2076,66,66,President Trump sent a letter on Tuesday to Speaker Nancy Pelosi expressing his “most powerful protest” against the impeachment process. The House is expected to vote on two articles of impeachment against Mr. Trump on Wednesday.,Trump
2077,67,67,A bill to defend U.S. national security against Russia looks like an artifact from a different age — 10 months ago — when both parties agreed on the threat from Moscow.,Trump
2078,68,68,Speaker Nancy Pelosi said she would wait to see what the trial in the Senate would look like before sending the two charges there.,Trump
2079,69,69,"Senator Chuck Schumer, the minority leader, laid out a long list of records Democrats would like to see as the House pressed for testimony from a former White House counsel.",Trump
2080,70,70,"With lawmakers at odds over a trial’s format, impeachment proceedings are in limbo.",Trump
2081,71,71,"Rudolph Giuliani said in an interview that he briefed the president “a couple of times” about Marie Yovanovitch, the envoy to Ukraine, setting her recall in motion.",Trump
2082,72,72,The letter was a diatribe that played loose with facts and sometimes disregarded them outright. A former Clinton aide called it a reflection of the president’s “id.”,Trump
2083,73,73,The economic losses sustained during a bruising 19-month trade war will not be easy to make up.,Trump
2084,74,74,"The impeachment battles over Andrew Johnson, Richard M. Nixon and Bill Clinton came at turning points in the American story. The time that produced President Trump has proved to be another one.",Trump
2085,75,75,"From Capitol Hill to the Trump hotel to the White House, Wednesday was not a normal day, even in the not-normal Trump administration.",Trump
2086,76,76,"At a contentious Senate hearing, the politics of the Russia investigation jostled with a policy debate about surveillance.",Trump
2087,77,77,"Backing the impeachment of President Trump is a politically risky step for many Democrats, more so given that Republicans have made clear the effort will die in the Senate.",Trump
2088,78,78,The move would prevent migrants convicted of misdemeanors like possessing a fake ID from receiving asylum.,Trump
2089,79,79,"Jewish communities across the country viewed the order, which is aimed at college campuses, in competing and discordant ways.",Trump
2090,80,80,The full House will vote on two articles of impeachment against President Trump. Here’s a look at the days ahead.,Trump
2091,81,81,A majority of the House support the articles of impeachment against the president.,Trump
2092,82,82,"As the House moves toward what even he says is an inevitable vote to impeach him for high crimes and misdemeanors, President Trump toggles between self-pity and combativeness.",Trump
2093,83,83,A hearing in Virginia was the first time a full appeals panel has considered the anticorruption clauses of the Constitution.,Trump
2094,84,84,"The president’s order would allow the government to withhold money from campuses deemed to be biased, but critics see it as an attack on free speech.",Trump
2095,85,85,"The former bureau director acknowledged “significant mistakes” in warrants to wiretap a former Trump campaign adviser, days after an inspector general’s report was released.",Trump
2096,86,86,"The Senate Democratic leader wants to seek testimony from Mick Mulvaney, John Bolton and other White House officials, and subpoena documents the White House has withheld.",Trump
2097,87,87,"In June, President Trump promised that millions of undocumented immigrants already in the country would be deported. That didn’t happen.",Trump
2098,88,88,A Republican congressman says there isn’t one — and that suggests how history will remember it. But historians disagree.,Trump
2099,89,89,"By the time the Justice Department inspector general’s report was released, the president and his supporters had moved on in their effort to convince Americans of the enemies arrayed against him.",Trump
2100,90,90,"Democrats have narrowed their focus to two articles of impeachment against President Trump, expected to be unveiled on Tuesday, after lawyers labeled his conduct a “clear and present danger” to fair elections and national security.",Trump
2101,91,91,A long-awaited report by the Justice Department’s inspector general delivers a scathing critique of the F.B.I.’s handling of a wiretap application but also punctures many conspiracy theories.,Trump
2102,92,92,"On the day Democrats formally charged President Trump with high crimes and misdemeanors, Speaker Nancy Pelosi said she would cut a deal with him on trade.",Trump
2103,93,93,The visit of Sergey Lavrov to Washington came at a delicate moment in the relationship between President Trump and Russia.,Trump
2104,94,94,The House Judiciary Committee voted over Republican objections to advance two articles of impeachment accusing President Trump of abuse of power and obstruction of Congress.,Trump
2105,95,95,"Sergey V. Lavrov is set to visit the White House on Tuesday afternoon, for a conversation that could include extending the last major nuclear treaty between the United States and Russia.",Trump
2106,96,96,The attorney general reprised his role as a vocal defender of President Trump.,Trump
2107,97,97,"As the House takes another step toward impeaching President Trump, concern is increasing that trying to remove a president will become a more common partisan tool.",Trump
2108,98,98,The Defense Department’s inspector general will look at a $400 million contract awarded to a North Dakota company embraced by President Trump.,Trump
2109,99,99,Republicans on the House Judiciary Committee spent more than 14 hours trying to gut or water down the Democrats’ draft of the articles of impeachment. All their amendments failed.,Trump
2110,100,100,Members of the House granted The New York Times rare access to photograph their impeachment preparations.,Trump
2111,101,101,The panel will meet to debate the charges against President Trump before voting to send them to the full House.,Trump
2112,102,102,"The all-hands-on-deck atmosphere is a change from just weeks ago, when President Trump’s aides dismissed the idea of a war room.",Trump
2113,103,103,"The deliberative, sometimes tedious process lets members of the Judiciary Committee propose changes to the articles of impeachment before voting to recommend them to the full House. It can get messy.",Trump
2114,104,104,"Washington’s sanctions have crippled the Iranian economy, and protesters have taken to the streets to criticize the government in Tehran. In response, Iranian security forces have killed hundreds.",Trump
2115,105,105,"Even before President Trump issued his order targeting anti-Semitism on U.S. campuses, the Education Department was actively investigating accusations of anti-Jewish bias.",Trump
2116,106,106,"The report, which echoes one released in 1974 as the House debated impeaching President Richard M. Nixon, comes two days before the committee will formally receive the evidence against President Trump.",Trump
2117,107,107,"House lawyers sought to dismiss as moot a lawsuit brought by a former Trump adviser, but his lawyers asked a federal judge to rule anyway on his duty to comply with a House subpoena.",Trump
2118,108,108,"White House chief of staff Mick Mulvaney wants to see if the Medicare chief Seema Verma and the health secretary, Alex M. Azar II, can still work together.",Trump
2119,109,109,"Whether it means serving in the military, working for a federal contractor or seeking medical help, regulations that once protected transgender people are under attack.",Trump
2120,110,110,"A New York defense lawyer working for House Democrats, Mr. Berke has been an architect of their impeachment inquiry.",Trump
2121,111,111,The inquiry by the Justice Department’s inspector general found no evidence of the political conspiracy alleged by President Trump but uncovered flaws in how the case was handled.,Trump
2122,112,112,The impeachment report shows that the president’s personal lawyer was in frequent contact with the White House at key moments in the Ukraine pressure campaign.,Trump
2123,113,113,The attorney general embodies the combative culture and conservative ideology that animate the president and the Republican Party. Is he what the party looks like post-Trump?,Trump
2124,114,114,"At the first House Judiciary Committee impeachment hearing, Republicans’ witness said lawmakers were rushing the process and should instead let court fights over access to witnesses play out.",Trump
2125,115,115,Democrats and Republicans clashed over the Constitution and President Trump’s conduct as the House Judiciary Committee formally began its impeachment proceedings.,Trump
2126,116,116,"In a series of moves and comments, the president has stirred new turmoil into financial markets and the global economy.",Trump
2127,117,117,An army of Democratic lawyers and aides are preparing to formally present the case for impeachment to lawmakers — and the country.,Trump
2128,118,118,"They did not rule out future participation, but said they would not appear at the Judiciary Committee’s first public hearing, featuring legal experts who will offer assessments on impeachment.",Trump
2129,119,119,"Jay Sekulow is a trusted, telegenic presidential adviser more experienced in religious liberty cases than impeachment battles.",Trump
2130,120,120,"Nine months ago, the speaker said President Trump was “just not worth it.” Then she saw an explosive headline.",Trump
2131,121,121,The development institution has become the latest flash point between the world’s two largest economies.,Trump
2132,122,122,"A report by the Office of the United States Trade Representative renewed a conflict between the countries, which had negotiated a temporary truce in August.",Trump
2133,123,123,"Visa applicants must disclose their social media user names, a rule that grew out of Trump’s vow of “extreme vetting” of foreign visitors. A new lawsuit objects.",Trump
2134,124,124,The president has made a trade agreement that caters to his opposition — and that’s why it stands a chance of passing Congress.,Trump
2135,125,125,"The congressional saga returned to TV, shifting modes from foreign-intrigue thriller to constitutional documentary.",Trump
2136,126,126,"While only three previous presidents faced serious threat of removal, one out of four confronted formal accusations in the House.",Trump
2137,127,127,The House Judiciary Committee kicked off its first hearing with testimony from four experts on constitutional law. We examined their opening statements.,Trump
2138,128,128,President Trump’s personal lawyer has been in Budapest and Kyiv this week to talk with former Ukrainian prosecutors for a documentary series intended to debunk the impeachment case.,Trump
2139,129,129,The Agriculture Department gave its final approval to the first of three rules that are ultimately expected to cut more than three million from the food stamp rolls.,Trump
2140,130,130,Republicans and Democrats sparred as a panel of constitutional scholars kicked off a sharply partisan debate over whether to recommend President Trump’s impeachment.,Trump
2141,131,131,"Representative Jerrold Nadler, the chairman of the Judiciary Committee, gave the president until next Friday to say if he will present evidence or call witnesses.",Trump
2142,132,132,House Democrats’ impeachment report showed the president’s personal lawyer executing an irregular foreign policy.,Trump
2143,133,133,"The former lobbyist becomes President Trump’s second energy secretary, succeeding Rick Perry.",Trump
2144,134,134,Details were unclear. The declaration came on an unannounced trip as the president seeks to highlight a record of achievement while he campaigns for re-election.,Trump
2145,135,135,"After initially resisting calls to lead Republicans’ impeachment counteroffensive, the senator has now taken on the role with zeal.",Trump
2146,136,136,"The White House is debating whether to accept an invitation by Democrats to be part of an impeachment hearing next week, calling it a “sham partisan process.”",Trump
2147,137,137,"The F.B.I. never tried to place undercover agents or informants inside the Trump campaign, a highly anticipated inspector general’s report is expected to find.",Trump
2148,138,138,"As fights over the president’s stonewalling of Congress play out slowly in courts, he is reducing the prospect that voters learn new damaging facts about him before the 2020 election.",Trump
2149,139,139,"The president took on the impeachment inquiry, Democrats and the news media in his first return to the state as a formal resident.",Trump
2150,140,140,"White House lawyers briefed President Trump in late August about the complaint, people familiar with the matter said.",Trump
2151,141,141,"The court set a brisk briefing schedule in the case, which concerns a subpoena from a House committee.",Trump
2152,142,142,The president presented the dog that took part in a raid that killed the Islamic State’s leader even as he is embroiled in a dispute over a war crimes case.,Trump
2153,143,143,Justice Ruth Bader Ginsburg’s health scare raised the question of how the Senate would handle a Supreme Court vacancy in a presidential election year.,Trump
2154,144,144,The end of a 90-day pause on the taxation of technology companies and other corners of the digital economy raised questions of whether the president would revive threats against French wine.,Trump
2155,145,145,"In emails uncovered during an internal review, Mick Mulvaney, the acting White House chief of staff, also asked budget officials how long the aid could be withheld.",Trump
2156,146,146,"Secretary of State Mike Pompeo did not explicitly endorse legislation to support pro-democracy activists from Chinese-backed crackdowns, but noted standards that Beijing should heed.",Trump
2157,147,147,"Aides describe the president as obsessed with narrow policies that  affect California, even as an impeachment inquiry threatens his administration.",Trump
2158,148,148,A House committee and prosecutors in Manhattan have subpoenaed the records.,Trump
2159,149,149,"Jon Voight, James Patterson and Alison Krauss were among the honorees.",Trump
2160,150,150,A judge rejected the Trump administration’s argument that senior White House officials were immune from congressional subpoenas.,Trump
2161,151,151,"After the report is delivered, another House committee is expected to promptly draft and debate articles of impeachment against President Trump.",Trump
2162,152,152,"After a lull of several weeks, American troops and Syrian Kurdish fighters are once again conducting large-scale counterterrorism missions.",Trump
2163,153,153,"The House hearing will have testimony by Fiona Hill, a former White House expert on Russia, and David Holmes, an embassy official in Kyiv.",Trump
2164,154,154,"The president suggested that a trade deal with China remains some distance off, but said he would “look into” Apple receiving exemptions from more tariffs.",Trump
2165,155,155,They put forward a shifting array of arguments to defend the president against impeachment — some of which conflict.,Trump
2166,156,156,"Dr. Hill’s decision to be the president’s top adviser on Russia and Europe strained friendships, made her a target of conspiracy theories — and landed her in the center of the tumult over Ukraine.",Trump
2167,157,157,"Two days after a mysterious, unannounced hospital visit, President Trump’s physician issued a late-night statement attributing it to “regular, primary preventative care.”",Trump
2168,158,158,The first of the “three amigos” will testify before the House Intelligence Committee on Tuesday afternoon.,Trump
2169,159,159,The attorney general wrapped his maximalist vision of executive power around an embattled president.,Trump
2170,160,160,"As part of the Russia inquiry, President Trump had given written answers to questions from Robert S. Mueller III.",Trump
2171,161,161,The American ambassador to the European Union once boasted he could get President Trump on the phone. No more.,Trump
2172,162,162,Israel’s political limbo and a new United States policy toward settlements have further diminished hopes that the plan will be the basis for an Israeli-Palestinian deal.,Trump
2173,163,163,"With its public hearings over, the House Intelligence Committee plans to move forward without testimony by some of the key players in the Ukraine drama.",Trump
2174,164,164,"The lawyer, Robert Luskin, also represented the Republican strategist Karl Rove and likely spared him a perjury charge.",Trump
2175,165,165,The United States ambassador to the European Union delivered explosive testimony to the House Intelligence Committee on Wednesday.,Trump
2176,166,166,"“The uniform I wear today is that of the United States Army,” Lt. Col. Alexander S. Vindman told the impeachment inquiry. “We do not serve any particular political party; we serve the nation.”",Trump
2177,167,167,Lt. Col. Alexander S. Vindman and Jennifer Williams testified Tuesday morning in front of the House Intelligence Committee.,Trump
2178,168,168,Her declaration reflected a shift by Trump’s critics from talking about the Ukraine affair using more abstract concepts like “quid pro quo” or “abuse of power.”,Trump
2179,169,169,President Trump’s former special envoy to Ukraine appeared in front of the House Intelligence Committee on the third day of public impeachment hearings.,Trump
2180,170,170,"The top Ukraine expert on the National Security Council, appeared in front of the House Intelligence Committee during the third day of public impeachment hearings.",Trump
2181,171,171,The decorated combat veteran and top Ukraine expert on the National Security Council will be the first active-duty military officer to take part in the public impeachment hearings.,Trump
2182,172,172,"As Marie Yovanovitch testified, President Trump tweeted insults at her, drawing charges of witness intimidation.",Trump
2183,173,173,American officials expressed wonderment that Rudolph W. Giuliani was running his “irregular channel” of diplomacy over open cell lines and communications apps penetrated by the Russians.,Trump
2184,174,174,"Mr. Stone, a longtime informal adviser to President Trump, obstructed one of Congress’s Russia investigations and lied to lawmakers.",Trump
2185,175,175,Newly released emails show President Trump’s chief immigration adviser was a young Senate aide who promoted his anti-immigrant views by referring to the sites.,Trump
2186,176,176,"The president publicly targeted Marie L. Yovanovitch, the former ambassador to Ukraine, even as she was testifying about how she felt threatened by an earlier smear campaign.",Trump
2187,177,177,"President Trump seemed unbothered by Turkey’s recent invasion of Syria, which prompted outrage in Congress and among some in his administration.",Trump
2188,178,178,The decision almost certainly paves the way for a major Supreme Court case over President Trump’s stonewalling of congressional oversight efforts.,Trump
2189,179,179,"In an appearance at the Economic Club of New York, the president overstated some of the economy’s gains on his watch, understated others and often cited inaccurate statistics.",Trump
2190,180,180,"The president blames Michael Atkinson, whom he appointed, for finding the anonymous whistle-blower’s complaint on his interactions with Ukraine to be credible.",Trump
2191,181,181,"President Trump, in an economic address in New York, said his policies have fueled America’s growth but gave little indication that a breakthrough in China trade talks was imminent.",Trump
2192,182,182,"The justices are considering whether the Trump administration can shut down a program that shields about 700,000 young immigrants from deportation.",Trump
2193,183,183,The attorney general strongly defended President Trump’s assertions of executive power.,Trump
2194,184,184,The former American ambassador to Ukraine appeared in front of the House Intelligence Committee during the second day of public impeachment hearings.,Trump
2195,185,185,"Even as Ms. Yovanovitch was testifying about “the smear campaign against me,” President Trump hurled insults at her on Twitter.",Trump
2196,186,186,"With nationally televised hearings set to begin, Democrats described the president’s actions in the starkest terms yet, echoing the constitutional definition of behavior that warrants impeachment.",Trump
2197,187,187,The former ambassador to Ukraine will testify publicly about the campaign by Rudy Giuliani that led to her ouster and her shock and anger about the effort to get her fired.,Trump
2198,188,188,The former ambassador to the United Nations says in a new book that John Kelly and Rex Tillerson sought to enlist her in circumventing President Trump’s policies.,Trump
2199,189,189,Two witnesses testified about President Trump’s involvement in a pressure campaign to have Ukraine investigate the president’s political rivals.,Trump
2200,190,190,"When the Supreme Court hears arguments on Tuesday, the administration’s attempts to end the program protecting “Dreamers” could rest on a top aide’s actions in 2017.",Trump
2201,191,191,"Mr. Taylor, the top United States diplomat in Ukraine, appeared on Capitol Hill for testimony Wednesday as the public impeachment hearings began.",Trump
2202,192,192,The pronunciations heard during Wednesday’s testimony before the House Intelligence Committee left some spectators scratching their heads. We asked two experts.,Trump
2203,193,193,"Mr. Kent, a senior State Department official, appeared on Capitol Hill for testimony Wednesday as the public impeachment hearings began.",Trump
2204,194,194,Witnesses testified that President Trump pressured a foreign power to help him win re-election during historic hearings that previewed an intensely partisan battle.,Trump
2205,195,195,"Transcripts from two witnesses were released, and President Trump called the upcoming public hearings a “hoax.",Trump
2206,196,196,"In a battleground Illinois district, voters across the political spectrum are already exhausted with the revelations about President Trump in the impeachment inquiry, and they wonder if it’s worth it.",Trump
2207,197,197,"Meteorologists were addressing public concern, not the president's tweets, when they assured Alabamians that a hurricane would not hit them, according to new documents.",Trump
2208,198,198,A new agency rule would restrict the science that can be used in drafting health regulations by requiring researchers to turn over confidential health data.,Trump
2209,199,199,A number of Secretary of State Mike Pompeo’s top diplomats have testified to impeachment investigators. Where does that leave him?,Trump
2210,200,200,“Could we have stopped Turkey from coming in?” William V. Roebuck asked in an internal memo.,Trump
2211,201,201,"Ahead of another election, the president sought to tie the state’s Democratic governor, John Bel Edwards, to the party he has repeatedly painted as “delusional.”",Trump
2212,202,202,The attorney general has not jumped in to publicly defend the president against the Democratic inquiry as he did with the Mueller investigation.,Trump
2213,203,203,House Democrats on Wednesday released William B. Taylor Jr.’s interview transcript and announced public hearings for the impeachment inquiry will begin next week.,Trump
