,abstract,president
1004,Three law experts called by Democrats on the House Judiciary Committee and one called by Republicans provided contrasting judgments of the case for impeachment against President Trump.,Trump
1005,"The House Judiciary Committee, in its first public impeachment hearing, went back to the basics of the Constitution.",Trump
1006,"The alliance might not be suffering “brain death” but it faces new technologies, new rivals, new weapons and a changing America.",Trump
1007,Everyone knows what Trump did. The Democrats shouldn’t draw out the process any longer than necessary.,Trump
1008,"A member of the House Intelligence Committee, Mr. Heck said in a blog post that the impeachment hearings had left him “weary.”",Trump
1009,"The panel has been involved with impeachment proceedings against three presidents. On Wednesday, Donald Trump will be the fourth.",Trump
1010,"Mr. Feldman, a professor at Harvard Law School who has written widely about religion and the law, has said the country faces a constitutional crisis.",Trump
1011,"Ms. Karlan, a Stanford Law School professor, counts a landmark gay rights case as among her litigation experience.",Trump
1012,Mr. Gerhardt’s research has focused on constitutional conflicts between presidents and Congress.,Trump
1013,"A professor at George Washington University Law School, he has represented whistle-blowers, members of Congress and terrorism suspects.",Trump
1014,Conflicting comments by the acting White House chief of staff threw  Washington into turmoil.,Trump
1015,A remarkable news conference seemed to confirm a central premise of the House’s investigation.,Trump
1016,"Like Nixon, Trump is accused of many things. But only one matters.",Trump
1017,The average American and Australian generates nearly 3½ times the global average of carbon dioxide pollution.,Trump
1018,The House Intelligence Committee has given its report on President Trump to the Judiciary Committee. What comes next will look very different.,Trump
1019,"The reaction has been swift and negative in Mexico, where officials say American terrorist designations of drug cartels could challenge the nation’s sovereignty.",Trump
1020,"The North Korean leader has often visited Mount Paektu, near the border with China, before making major policy shifts.",Trump
1021,"Blackwells Capital has started a campaign to pressure Mr. Barrack, the chairman of President Trump’s inaugural committee, to resign from Colony Capital.",Trump
1022,A Texas state agency ruled in favor of the teacher after an independent examiner said tweets she sent to the president were free speech.,Trump
1023,Two-thirds of battleground state voters who chose Trump in 2016 but selected Democrats in the midterms say they will return to the president next year.,Trump
1024,"Democrats in the House outlined a case for impeaching President Trump, and released new phone records from Rudy Giuliani.",Trump
1025,The 300-page report lays out Democrats’ case that President Trump abused the power of his office to solicit political help from a foreign power and obstructed the inquiry into his actions.,Trump
1026,"The House Intelligence Committee, led by Representative Adam B. Schiff, concluded in a 300-page report that President Trump tried to solicit foreign interference in the 2020 election.",Trump
1027,"Grass-roots movements in Iran, Iraq and other nations continue to push for rights nonetheless.",Trump
1028,Who among us can climb out of the Twitter gutter?,Trump
1029,Newly uncovered documents show the consulting giant helped ICE find “detention savings opportunities” — including measures the agency’s staff sometimes viewed as too harsh on immigrants.,Trump
1030,She was crowned the perfect Democrat for 2020. Here’s what doomed her campaign.,Trump
1031,"The first lady, who was speaking at an event for youth opioids awareness, rarely elicits such a visceral crowd reaction on her own.",Trump
1032,A new government program will provide donated drugs through major drugstore chains.,Trump
1033,"As a teen vaping and health crisis dominates public concerns, the Food and Drug Administration has been without a permanent commissioner since April.",Trump
1034,Democrats on three House committees on Tuesday released a report documenting the impeachment case against President Trump.,Trump
1035,"The president has vowed to ask the justices to intercede, but the Constitution and precedents are against him.",Trump
1036,"As Western leaders gather in London this week, you might be able to detect a huge rupture beneath the surface.",Trump
1037,The armed forces are not an extension of the White House.,Trump
1038,"Tom Barrack, the C.E.O. of Colony Capital and chairman of President Trump’s inaugural committee, is being pressed by an activist investor to resign.",Trump
1039,Washington is Hollywood and Trump is the leading man.,Trump
1040,"Ukraine’s government learned of the military aid freeze during the Trump administration’s pressure campaign — and tried to keep that knowledge from going public, an ex-deputy foreign minister said.",Trump
1041,"The acting White House chief of staff admitted he did not have a “perfect press conference,” but said the administration did not tie military aid to investigating Democrats.",Trump
1042,"If the attorney general rebuts the finding that the F.B.I. had sufficient cause to open the investigation, the president’s allies could use his skepticism to dismiss the entire report.",Trump
1043,Diplomats and Democrats are doing their level best.,Trump
1044,The move was an overwhelming condemnation of the president’s decision to pull back American troops inside Syria.,Trump
1045,Analysts fear a looming crisis as North Korea warns of a Dec. 31 deadline for a new proposal from the United States on denuclearization.,Trump
1046,Prosecutors expect to expand an indictment against two Soviet-born men whom Rudolph W. Giuliani enlisted to pressure Ukraine on President Trump’s behalf.,Trump
1047,Republicans on three House committees on Monday finalized a report documenting their impeachment defense of President Trump. The Democrats are expected to release their own report in the near future.,Trump
1048,"The measure, which could lead to sanctions on Chinese officials for cracking down on the protesters, drew bipartisan support from Congress.",Trump
1049,"The investigation into President Trump and Ukraine is charging forward this week. If you tuned out over the Thanksgiving holiday, here’s what you missed.",Trump
1050,"President Trump held an event in the Rose Garden on Monday to celebrate Conan, the military dog who was injured in the raid that killed the ISIS leader Abu Bakr al-Baghdadi.",Trump
1051,The president’s private lawyer explored agreements with Ukrainian officials for hundreds of thousands of dollars.,Trump
1052,The president is promoting a conspiracy theory  — one that may have originated with the Russian government.,Trump
1053,"A detailed look at each stage of the process, and how the road to President Trump’s acquittal compared with those of his predecessors.notes:",Trump
1054,Daniel S. Goldman met Representative Adam B. Schiff in the green room at MSNBC. Stephen R. Castor is a veteran government lawyer. They now have starring roles in Washington’s impeachment drama.,Trump
1055,"In 2019, what had begun as a trade war rapidly developed into a cluster of conflicts.",Trump
1056,It is hard to discern a strategy that will accomplish the Trump administration’s objectives: renegotiating the nuclear deal with Iran or dialing back Iran’s malign behavior in the region.,Trump
1057,"Another official spoke with investigators, and Congress settled in before a big day of testimony.",Trump
1058,Kimmel said the word “hypocrisy” fell short when trying to describe the dealings of the Trump administration.,Trump
1059,"The vote fell short of the two-thirds majority needed to override President Trump’s veto, allowing him to continue circumventing Congress to fund the border wall.",Trump
1060,Beijing said it would suspend visits to Hong Kong by American warships and impose sanctions on several nongovernmental groups. The measures suggest China is wary of upsetting trade negotiations.,Trump
1061,"A short meeting of the alliance’s leaders in London is meant to avoid conflict, but there are worries about the intentions of Presidents Trump and Emmanuel Macron.",Trump
1062,The real shock is not the president’s abuse of power. It’s his baldly transactional approach to the world.,Trump
1063,Trump will not stop until he brings down Trump.,Trump
1064,"Offensives against the Islamic State’s Afghan branch have brought it down to several hundred fighters, officials say. But they warn that the group’s cruelty is still a threat.",Trump
1065,The announcement did not include details on the suspects’ identities or their connection to the murders. The López Obrador administration is under pressure to curb spiraling violence.,Trump
1066,"The comments, made in an interview with the former Fox News host Bill O’Reilly, came three weeks after nine American citizens, including six children, were killed in Mexico.",Trump
1067,American political history suggests that an age of renewal lies ahead.,Trump
1068,Collusion wasn’t a hoax and Trump wasn’t exonerated.,Trump
1069,Support him if you want a tariff break.,Trump
1070,"After years of American pressure, China is taking steps to shut off the illicit supply of deadly synthetic opioids. But don’t expect an end to the overdoses.",Trump
1071,Mick Mulvaney creates a storm. A meeting devolves into insults and finger-pointing. More testimony. And a resignation.,Trump
1072,"On a rare visit to U.S. bases in eastern Syria, we saw how President Trump’s message is being reinterpreted on the ground.",Trump
1073,"The review, led by the prosecutor John Durham, has focused on former investigators who are frequent targets of President Trump.",Trump
1074,"Tuesday featured another crack in the Trump administration’s stonewall strategy, and the return of Congress after a two-week break.",Trump
1075,Regimes worldwide are following Donald Trump’s example in ignoring facts and attacking “fake news.”,Trump
1076,"Danielle Stella, a Republican, suggested on Twitter that Ms. Omar be tried for treason and hanged.",Trump
1077,"The bill, called the Preventing Animal Cruelty and Torture Act, makes intentional acts of cruelty to animals federal crimes carrying penalties of up to seven years in prison.",Trump
1078,Navy leaders’ efforts to punish a decorated SEAL at the center of a war crimes case and the president’s intervention on the SEAL’s behalf have prompted criticism on both sides and embarrassment over the public imbroglio.,Trump
1079,It’s what the founders warned us about.,Trump
1080,The defense secretary said that the president had also ordered the Pentagon not to oust a Navy SEAL from that elite unit.,Trump
1081,New documents hint at partisan politics in the attempt to add the question to the 2020 census and in the failure to turn over materials when the plan was challenged in court.,Trump
1082,"With an eye toward protecting the Republican majority, Senator Mitch McConnell is preparing a serious review of impeachment articles he sees as unavoidable.",Trump
1083,"President Trump also said he was doubling tariffs on imports of Turkish steel in response to Turkey’s incursion into Syria, an invasion for which he himself had cleared the way for.",Trump
1084,"A poll showed Lara Trump, the president’s daughter-in-law, would win a primary for a Long Island congressional seat by more than 30 points.",Trump
1085,"America’s mission to protect the Kurds after the Gulf War is a model for low-cost, low-risk intervention.",Trump
1086,"President Trump said he would “drain the swamp,” but with the elevation of a former auto lobbyist to be energy secretary, he is sticking to the trend of filling his cabinet with Washington insiders. ",Trump
1087,They wanted to take down Biden. But they also wanted to absolve Moscow of election meddling.,Trump
1088,"Most Americans view President Trump’s potential impeachment along partisan lines. But a crucial slice of the electorate remains undecided, with possible implications for the 2020 election.",Trump
1089,They are not all depressing.,Trump
1090,His exorbitant demands on the South alienate yet another ally in a dangerous region.,Trump
1091,"The issues that led battleground-state polls to miss the mark in the last election could reappear next year, experts warn.",Trump
1092,The president’s campaign against the Mueller report and its author is a road map of what is likely to lie ahead.,Trump
1093,"Some advisers fear that the inquiry is a hunt for a scapegoat, people familiar with it said.",Trump
1094,"The president was wrong or misleading or exaggerated about topics related to impeachment, Ukraine and the Democrats, among other inaccuracies.",Trump
1095,The clip underscores how the president’s escalating war on what he calls the “fake news” media has encouraged media-savvy members of the far-right fringe to defend Mr. Trump with extreme language and images.,Trump
1096,"In a Fox News interview, the president called the Chinese president “a friend” and suggested he might not sign a tough human rights bill to secure a trade pact with China.",Trump
1097,Donald Trump and his supporters want the rest of us to stay asleep.,Trump
1098,"Some say Randal Quarles is giving big banks a gift, little by little. Others call it needed fine-tuning. He pledges allegiance to efficiency.",Trump
1099,"The latest witness in the inquiry, and why so much testimony is happening behind closed doors.",Trump
1100,"For Republicans, there is no bottom.",Trump
1101,"The president again questioned the need for restrictions on e-cigarettes aimed at curbing use among teenagers, who tend to favor fruit and mint flavors.",Trump
1102,"In a friend-of-the-court brief, the department urged the justices to hear the president’s appeal in a clash with Manhattan prosecutors.",Trump
1103,"My brother dishes on Trump, impeachment and the 2020 field.",Trump
1104,The hiring of Mr. Gowdy and its quick reversal offer a public glimpse into the turmoil in the White House as it struggles to decide how to respond to impeachment.,Trump
1105,Why the president must be impeached and removed.,Trump
1106,Feed Giuliani to the mass transit system.,Trump
1107,It was the third visit the president has made to Dover Air Force Base to honor the dead and comfort their relatives.,Trump
1108,Republicans tried to throw Gordon Sondland under the bus. He took Trump with him.,Trump
1109,"President Trump didn’t rule out exempting Apple from tariffs, while the company’s C.E.O., Tim Cook, stood in silence as the president made inaccurate claims about the firm.",Trump
1110,Who makes me thankful.,Trump
1111,"Unlike Presidents Richard M. Nixon or Bill Clinton, Mr. Trump will face an election after his impeachment battle if he isn’t removed from office.",Trump
1112,"Fiona Hill, the former top Russia expert on the National Security Council, and David Holmes, an aide at the United States Embassy in Kyiv, testified before the House Intelligence Committee.",Trump
1113,"Legislation signed by Trump poses a direct challenge to Beijing’s rule, but trade and the softening Chinese economy present bigger problems.",Trump
1114,Stephen Colbert says stranded travelers can have “a perfectly good Thanksgiving eating Hudson News almonds while charging your phone in the pet relief area.”,Trump
1115,President Trump has claimed his interactions with Ukraine were not an exchange of aid for cooperation. His acting chief of staff may have undercut that — only to backtrack.,Trump
1116,"Mr. Myers, whose nomination had stalled in the Senate, said medical issues made leading the agency “impractical.” Some Democrats had questioned his ties to a family-run private forecasting company.",Trump
1117,The candidates mostly tempered their criticism of one another and presented a united front on vital issues like climate change.,Trump
1118,The publication of the allegations came a week after Mr. Sondland testified before Congress in the impeachment proceedings.,Trump
1119,"After President Trump intervened to stop the Navy from disciplining Chief Petty Officer Edward Gallagher, the service called off reviews of three SEAL officers who were the chief’s superiors in Iraq.",Trump
1120,"Fiona Hill, President Trump’s former top adviser on Russia, and David Holmes, an embassy official in Kyiv, will testify in front of the House Intelligence Committee.",Trump
1121,"Fiona Hill, the former top Russia expert on the National Security Council, and David Holmes, an aide in the United States Embassy in Kyiv, testified Thursday before the House Intelligence Committee.",Trump
1122,"The White House memoir, written by someone identified only as “a senior Trump administration official,” vaults to the No. 1 spot, moving “Triggered” to No. 2.",Trump
1123,"The president said Chief Petty Officer Gallagher, who has been at the center of a high-profile war crimes case, would not lose his membership in the elite commando force.",Trump
1124,Don’t impeach him. His actions have all been within the scope of the presidency.,Trump
1125,It’s time to test your knowledge of American political news.,Trump
1126,The things that may be relevant when talking to relatives.,Trump
1127,"“Triggered,” published Nov. 5, topped the best-seller list thanks in part to a big order from the Republican National Committee.",Trump
1128,"After two weeks of public testimony, Americans should have a good sense of why an impeachment inquiry was needed.",Trump
1129,"Gordon D. Sondland, the U.S. ambassador to the European Union, appeared before the House Intelligence Committee.",Trump
1130,"Mr. Trump said a career diplomat made up a conversation between him and his ambassador to the European Union, dismissing sworn testimony in the impeachment inquiry.",Trump
1131,"The former vice president’s son became caught inhas been the crossfire of the impeachment inquiry, without any evidence of wrongdoing.",Trump
1132,"In this fictional conversation, the president chats with his wife at 3 a.m. and comes up with a tremendous idea.",Trump
1133,The federal appeals courts are not irretrievably lost for liberals.,Trump
1134,"Jimmy Kimmel joked that President Trump should be asking the turkeys Bread and Butter for a pardon, “not the other way around.”",Trump
1135,"Two years after Hurricanes Maria and Irma, records show the agency’s work on long-term recovery on the islands is crawling compared with some states on the mainland.",Trump
1136,"Or society, for that matter. How did this preposterous idea leap to the forefront of conservative thinking?",Trump
1137,"The president’s son spoke at the University of Florida for a $50,000 fee. We dug deeper.",Trump
1138,"“Democrats are accusing me of being too soft on Turkey,” Mr. Trump said in pardoning two white fowls named Bread and Butter.",Trump
1139,The president’s lawyer met with the head of the department’s criminal division about a money laundering case involving Alejandro Betancourt López.,Trump
1140,"Philip T. Reeker, the acting assistant secretary in charge of European and Eurasian Affairs, testified to lawmakers last month that he tried to defend Marie L. Yovanovitch, the former United States ambassador to Ukraine, from false attacks on her reputation orchestrated by Rudolph W. Giuliani, President Trump’s personal lawyer.",Trump
1141,"Mark Sandy, a senior White House budget official, testified to impeachment investigators in a closed-door session on Nov. 16 about the military aid that Congress had approved — and the Trump administration held for months — for Ukraine.",Trump
1142,The U.S.-China divide isn’t just about trade.,Trump
1143,"Having solved the Middle East, the president’s son-in-law tackles the border wall.",Trump
1144,"Laura K. Cooper, a deputy assistant defense secretary, and David Hale, the under secretary of state for political affairs, are testifying to the House Intelligence Committee. Earlier, Gordon D. Sondland appeared before lawmakers.",Trump
1145,"In 1692, in Salem, Mass., we also witnessed the courage required to stop one.",Trump
1146,There’s an impeachment lesson hiding in the president’s failure to produce the political results he wants.,Trump
1147,"Mark Sandy, an official at the Office of Management and Budget, testified that two of his colleagues quit after expressing concerns about President Trump’s decision to withhold military assistance.",Trump
1148,"The decision effectively cedes control of the area and could allow a resurgence of ISIS, but the defense secretary argued American forces would not have deterred a Turkish invasion.",Trump
1149,"After winning House and Senate approval, the bill could complicate the administration’s already rocky talks with China to end the trade war.",Trump
1150,"The president, seeking to defend himself from damaging testimony delivered by the ambassador Gordon D. Sondland, said again Wednesday that he wanted ‘no quid pro quo’ in regard to Ukraine.",Trump
1151,"Democrats leading the impeachment inquiry have been seeking John Bolton’s testimony, but his lawyer said the ruling in the case of another former White House aide did not apply to him.",Trump
1152,Democrats should have gone to court sooner.,Trump
1153,"Jennifer Williams, a national security aide for Vice President Mike Pence, gave an opening statement to the House Intelligence committee on Tuesday.",Trump
1154,Mr. Sondland was to tell impeachment investigators that President Trump placed a condition on any meeting with Ukraine’s president — the opening of an investigation that could benefit Mr. Trump.,Trump
1155,"Lt. Col. Alexander S. Vindman, the top Ukraine expert for the National Security Council, and Jennifer Williams, an adviser to Vice President Mike Pence, are sitting before the House Intelligence Committee. Join our reporters for live coverage and analysis.",Trump
1156,"The former top White House aide denounced a theory that Ukraine interfered in the 2016 election, as she tied the president’s pressure campaign to Russian efforts to sow political divisions in America.",Trump
1157,"Testifying before the House Intelligence Committee on Tuesday were Lt. Col. Alexander S. Vindman, Jennifer Williams, Tim Morrison and Kurt D. Volker.",Trump
1158,"Testimony by Gordon D. Sondland gave Democrats the crisp, accusatory lines they sought. But Republicans elicited an account of one conversation  that they hope will help exonerate President Trump.",Trump
1159,Her pivot is seen as a recognition of the realities of today’s Republican Party — there is little future after separating yourself from the president.,Trump
1160,"If combat is the sincerest form of flattery in politics, Pete Buttigieg had some reason to be flattered on the Atlanta stage.",Trump
1161,Chief Petty Officer Edward Gallagher is expected to be formally notified of the action on Wednesday.,Trump
1162,A top envoy’s testimony places Secretary of State Mike Pompeo at the center of the nation’s biggest foreign policy controversy in nearly two decades.,Trump
1163,"As Congress takes its Thanksgiving break, we’re looking at the next steps in impeachment.",Trump
1164,"A former top White House adviser viewed Mr. Sondland, a Trump donor and the ambassador to the European Union, as a risk because he was so unprepared for his job.",Trump
1165,"A former asylum officer says “remain in Mexico” and other policies undermining asylum aren’t just racist, they’re illegal.",Trump
1166,"A former asylum officer says “remain in Mexico” and other policies undermining asylum aren’t just racist, they’re illegal.",Trump
1167,"The president’s unpredictability and demands of China are complicating an end to the long-running dispute, experts say.",Trump
1168,"The United States ambassador to the European Union told the impeachment inquiry his efforts to press Ukraine to announce investigations were ordered by President Trump, and top officials knew.",Trump
1169,"Kurt D. Volker, the former special envoy to Ukraine, and Timothy Morrison, a former top National Security Council official will deliver testimony to the impeachment inquiry. Lt. Col. Alexander S. Vindman and Jennifer Williams testified earlier.",Trump
1170,"A longtime Republican staff member on Capitol Hill, Mr. Morrison is seen by his party as a compelling witness as impeachment hearings move into their second week.",Trump
1171,It seems clear to me that the president of Ukraine was subjected to a shakedown.,Trump
1172,"Lt. Col. Alexander S. Vindman, the top Ukraine expert at the White House, delivered opening remarks to the House Intelligence Committee.",Trump
1173,An upstate Republican and a Hudson Valley Democrat play roles in the Washington hearings.  ,Trump
1174,Representative Jim Himes read President Trump’s tweet attacking Jennifer Williams’ loyalty.,Trump
1175,A war-crimes investigation pitted the commander in chief against the military. This is how a presidential intervention resulted in a rare resignation — upending the Navy.,Trump
1176,The video was shown at a conference attended by Donald Trump Jr. and Sarah Huckabee Sanders. They said they did not see it.,Trump
1177,John Roberts blocked an appeals court ruling requiring disclosure of the records while the Supreme Court considers how to proceed.,Trump
1178,Advisers say the president pulled back from proposed restrictions intended to curb teenage vaping after he was warned of the political fallout among voters.,Trump
1179,Trevor Noah joked of President Trump’s unannounced visit: “Was it a health emergency or did he need to get a marble removed from his nose again?”,Trump
1180,Inside a strategy to leverage damaging information on Joe Biden from foreign citizens who were politically powerful — and legally vulnerable.,Trump
1181,"Ms. Williams, a veteran Foreign Service officer, testified that she found President Trump’s call with Ukraine’s president “unusual and inappropriate.”",Trump
1182,"The authorities are seeking more information about Lev Parnas and Igor Fruman, who worked with Rudy Giuliani in Ukraine and have been charged with campaign finance violations.",Trump
1183,"President Trump and his Chinese counterpart, Xi Jinping, agreed to a compromise on trade in recent days as they feel political pressures at home and face weakening economies.",Trump
1184,"The president has made a habit of criticizing the chair of the Federal Reserve, Jerome H. Powell, whom he picked to lead the central bank.",Trump
1185,The top Republican on the House Intelligence Committee called the reports that he met with a former Ukrainian prosecutor part of a criminal campaign against him by a “totally corrupt” news media.,Trump
1186,"Chief Petty Officer Edward Gallagher, who was acquitted of serious war crimes but convicted of a minor charge, has the support of President Trump against the Navy’s efforts to punish him.",Trump
1187,Secretary of State Mike Pompeo said the police and protesters should refrain from violence. Senator Mitch McConnell said President Trump should make forceful statements on Hong Kong.,Trump
1188,"Richard Spencer, the Navy secretary, differed in his private and public statements, the defense secretary said. Others said he angered President Trump by publicly disagreeing with him and threatening to resign.",Trump
1189,President Trump’s former press secretary has returned to Arkansas a bona fide star eager to play a new role in a post-Trump Republican Party.,Trump
1190,"The nominee, Dr. Stephen M. Hahn, said the decision to restrict flavors would not be his, if confirmed, because it was already under final review by the White House.",Trump
1191,The foreign policy question (deep) underneath impeachment.,Trump
1192,Staff members in the regional office said they had no advance knowledge of a wide-ranging agency complaint against the state and described the process as highly unusual.,Trump
1193,The White House said that the president wanted to get a head start on portions of his annual physical exam and that he was in good health.,Trump
1194,"With Gordon Sondland prepared to testify this week, Republicans backed away from complaints about secondhand information and instead offered a blunter defense: The president did nothing wrong.",Trump
1195,His intervention in decisions about war crimes undermines the moral standing of the armed forces.,Trump
1196,"In Louisiana and Kentucky, Mr. Trump’s political pleas appeared to energize Democrats and political moderates as much as his own base, sending turnout in cities and suburbs soaring.",Trump
1197,Emails and documents released by the State Department support testimony showing Secretary of State Mike Pompeo enabled the Ukrainian pressure campaign at the center of the impeachment proceedings.,Trump
1198,"Nixon lacked the cable network’s advantage, but are its viewers misled?",Trump
1199,"In the second week of impeachment hearings, White House national security aides recalled their concerns after the president’s conversation with his Ukrainian counterpart.",Trump
1200,"The justice was admitted after experiencing chills and a fever and expects to be released as early as Sunday morning, a Supreme Court spokeswoman said.",Trump
1201,The former U.S. ambassador to Ukraine gave an extraordinary interview to impeachment investigators.,Trump
1202,"I wanted to take the first flight to Tehran, but I am unable to travel to Iran.",Trump
1203,"Top military officials threatened to resign or be fired if their plans to remove Chief Gallagher from the SEALs were halted by President Trump, administration officials said.",Trump
1204,Sacha Baron Cohen is the latest champion of a theory with limited empirical support.,Trump
1205,The whistle-blower had filed a complaint accusing Treasury Department officials of improperly interfering with the handling of President Trump’s tax returns.,Trump
1206,"California, hitting back at automakers that sided with President Trump, will not buy from manufacturers that do not recognize its authority to set emissions standards.",Trump
1207,Fiona Hill’s warnings challenge Trump to keep America safe from Moscow’s efforts to destabilize democracy and snare influence around the globe.,Trump
1208,Here’s what we learned in a week of extraordinary testimony.,Trump
1209,"The ruling, by a three-judge panel, handed a victory to House Democrats whose efforts to obtain the documents have been stonewalled by the White House.",Trump
1210,The orders drew cheers from some but were seen by others as a sign of disregard for the judicial process.,Trump
1211,A coalition of conservative groups is harnessing the outrage and money of its grass-roots networks to defend President Trump against a fast-moving impeachment inquiry.,Trump
1212,"John Bel Edwards of Louisiana, a rare Democratic governor in the South, was re-elected for a second term, beating back a challenger heavily supported by President Trump.",Trump
1213,A naturalized American exposes Trump’s attack on what America is and must be.,Trump
1214,Defenders of the president are trying to make the case that the evidence is thin and the witnesses aren’t trustworthy.,Trump
1215,"John R. Bolton, President Trump’s former national security adviser, said he was breaking his silence — on Twitter. But what he meant was that he was taking back control of his Twitter account. He kept quiet on Ukraine and impeachment.",Trump
1216,"Having upended Middle East policy, the president is now trying to find a way to reverse the consequences as Turkish forces bombard the Kurdish fighters who helped overpower ISIS.",Trump
1217,"President Trump raised eyebrows when he said he would reverse a decision to remove a convicted sailor from the Navy SEALs. But on military matters, a president has few limits.",Trump
1218,"A speech by Mr. Barr last week, in which he argued that Mr. Trump had never overstepped his authority, so alarmed a group of lawyers that they felt compelled to push back publicly.",Trump
1219,"TV’s impeachment drama is drawing big ratings, but a Democratic debate on MSNBC sank to a viewership low.",Trump
1220,"A watchdog report will portray the pursuit of a wiretap of an ex-Trump adviser as sloppy, but it also debunks some accusations by Trump allies of F.B.I. wrongdoing.",Trump
1221,"Gov. John Bel Edwards was called the “accidental governor” when he was first elected to lead Louisiana four years ago. After winning again, no one is calling him an accident now.",Trump
1222,"The president may feel like he’s righting a wrong, but he’s damaging the nation’s moral compass.",Trump
1223,Forget impeachment. The country wants to know if Facebook will put the brakes on digital disinformation.,Trump
1224,Moscow has run a yearslong operation to blame Ukraine for its own 2016 election interference. Republicans have used similar talking points to defend President Trump in impeachment proceedings.,Trump
1225,A look at the scene from inside the room.,Trump
1226,"Blame overcrowding, invasive species, climate change and money woes.",Trump
1227,"As a former talk-show guest host on the channel, I can explain the art and purpose behind attacking Colonel Vindman.",Trump
1228,"Craig Silverman, who said he felt frozen out on a  station that solidly backed the president, had angered managers over appearances on competing media.",Trump
1229,"A dispute over a decisive slice of votes in the country’s presidential election is again exposing the fragility of Afghan democracy, as President Trump pushes for a drawdown of troops.",Trump
1230,Democrats have a road map for victory.,Trump
1231,"For Representative Jim Jordan, acting as President Trump’s chief defender in the impeachment inquiry is a chance to redeem himself with Republican leaders.",Trump
1232,Some workers may be more exposed to artificial intelligence than previously thought. But worry more about automation’s threat to less skilled employees.,Trump
1233,"The moves signaled that as commander in chief, Mr. Trump intends to use his power as the ultimate arbiter of military justice.",Trump
1234,Colbert joked on Thursday that Giuliani “seems more like a Molotov cocktail — used by Russians and full of alcohol.”,Trump
1235,Some civil servants will endure only so much abuse and scandal before speaking up.,Trump
1236,"President Trump wants an aggressive defense, but White House officials and Republicans are divided over whether to aim for a brief process or a drawn-out spectacle.",Trump
1237,"“You will pay,” he said in messages for Representatives Steve Scalise and Cathy McMorris Rodgers, both prominent Republicans.",Trump
1238,"Normally faceless, a parade of Washington’s career professionals has offered meticulous testimony and told uniquely American stories.",Trump
1239,"The White House’s release of a memo about the call does not mention “corruption,” which appeared in an earlier description of the conversation.",Trump
1240,"Marie L. Yovanovitch, the former American ambassador to Ukraine, appeared before the House Intelligence Committee for the second public hearing of the impeachment inquiry.",Trump
1241,"Investigators wrapped up a momentous three-day stretch of public hearings, as two witnesses described their intimate views of an attempted quid pro quo. ",Trump
1242,"Testimony from Fiona Hill, a former top White House adviser, showed that even the witnesses in the impeachment inquiry may only now be learning the full picture of the part they played in the Ukraine story.",Trump
1243,"There’s me, there’s you and Ukraine.",Trump
1244,A significant plot twist: Two businessmen who had been called to testify in the House impeachment inquiry are indicted.,Trump
1245,"Fiona Hill, President Trump’s former top adviser on Russia, interrupted the impeachment inquiry proceedings after three Republican lawmakers avoided asking her questions.",Trump
1246,The official in Kiev also said that he was told President Trump cared more about the investigations than about Ukraine.,Trump
1247,The president has asked the court whether he enjoys absolute immunity. The answer should be an emphatic no.,Trump
1248,"Marie L. Yovanovitch, the former United States ambassador to Ukraine, told the House Intelligence Committee that she felt threatened when she read President Trump’s phone call transcript with President Volodymyr Zelensky.",Trump
1249,"The highly anticipated report will examine aspects of the inquiry, including how and why F.B.I. officials opened it.",Trump
1250,The president would be fired and perhaps subject to a criminal investigation.,Trump
1251,Two career foreign policy experts delivered new details about the inner workings of President Trump’s foreign policy on Ukraine as well as some history lessons.,Trump
1252,"An investment banker, a dead handyman, a lethal dose of cocaine: The case has put the U.S. and Anguilla at odds.",Trump
1253,A glut of pop-up podcasts and newsletters from major publishers and worried citizens promise to cut through the flood of impeachment news.,Trump
1254,"One day after the first public hearing in the impeachment inquiry, Nancy Pelosi added a word to her impeachment vocabulary: “bribery.”",Trump
1255,The opposition leader proposed a $100 billion tax increase on the wealthy to pay for a sweeping nationalization program and hikes in spending for education and health care.,Trump
1256,"If the impeachment hearing wasn’t shocking, it’s a sign of how far we’ve fallen.",Trump
1257,And Democrats should respond.,Trump
1258,The Pentagon is learning how to work with a president whose orders can whipsaw by the hour.,Trump
1259,"Allies and adversaries are seeking ways to avoid President Trump’s sanctions, which critics say have become a substitute for foreign policy.",Trump
1260,"The new case, about a subpoena from a House committee, follows one arising from a grand jury subpoena from Manhattan prosecutors.",Trump
1261,"Mr. Holmes, the political counselor to the American ambassadors in Ukraine, described in detail a pivotal phone conversation between President Trump and a top U.S. diplomat.",Trump
1262,"An investigation found that several sites owned by Ken LaCorte push inflammatory items — stories, petitions and the occasional conspiracy theory — to the public.",Trump
1263,"At its core, it is born out of the cold calculation that President Trump probably cannot stop the Democrat-led House from impeaching him.",Trump
1264,President Trump’s former adviser testified that the pressure campaign on Ukraine was a “domestic political errand” that diverged from U.S. foreign policy.,Trump
1265,"For a Democratic debate that was without major fireworks, there were several memorable moments. Here are the lines that stood out.",Trump
1266,And is America’s tipping system immoral?,Trump
1267,Two cases threaten to reinforce its image as a political captive of the Trump administration.,Trump
1268,Also: Some recommended impeachment reading.,Trump
1269,I thought Pete Buttigieg would have a target painted on his back. But no one really stopped him.,Trump
1270,"In highly anticipated testimony, a top envoy said the operation to extract a political favor from Ukraine was done at the direction of the president, vice president and secretary of state.",Trump
